audience1|audience2|audience3|audience4|audience5|audience6|audience7|contributor1id|contributor1name|contributor1role|contributor2id|contributor2name|contributor2role|contributor3id|contributor3name|contributor3role|contributor4id|contributor4name|contributor4role|contributor5id|contributor5name|contributor5role|creator1id|creator1name|creator2id|creator2name|format1|language1|licenseCondition1|publicationType1|publicationVersion1|publishDate1|publisher1|publisher2|repoName|resourceIdentifier1|resourceIdentifier2|resourceIdentifier3|source1|source2|subject10key|subject10value|subject11key|subject11value|subject12key|subject12value|subject1key|subject1value|subject2key|subject2value|subject3key|subject3value|subject4key|subject4value|subject5key|subject5value|subject6key|subject6value|subject7key|subject7value|subject8key|subject8value|subject9key|subject9value|title1|title2|title3
||||||||||||||||||||||875666|MARTIN HUMBERTO GONZALEZ ROMERO||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/3r074w34g|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Hombres de la nación: masculinidad y modernidad en tres novelas del México independiente 1857-1869||
||||||||||||||||||||||990734|VERONICA LOPEZ GUERRA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/47429b483|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Autonomía femenina en contextos rurales: análisis de los rezagos a partir de la Encuesta Nacional sobre la Dinámica de las Relaciones en los Hogares 2011||
||||||||||||||||||||||879504|HILDA MONRAZ DELGADO||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/sj139338h|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Lo personal es político y también artístico: el arte feminista en la Ciudad de México 1968-1993||
||||||||||||||||||||||860200|DAVID PIEDRAS ENCINO||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/n009w371z|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||La Suprema Corte de Justicia de la Nación en el cambio político en México: una mirada al pasado una ruptura para el futuro||
||||||||||||||||||||||872679|MARCOS FERNANDO MENDEZ HERNANDEZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/b5644t022|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Traslados relacionados con la provisión de cuidado en la Zona Metropolitana del Valle de México: la organización de los jefes del hogar y sus cónyuges su dimensión espacial y temporal||
||||||||||||||||||||||860268|MIREYA CAROLINA PATIÑO PEÑA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/bc386k419|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||La utilización efectiva de las evaluaciones en las decisiones sobre política pública: el caso de los programas federales de atención a grupos vulnerables||
||||||||||||||||||||||866953|OLIMPIA MONTSERRAT VALDIVIA RAMIREZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/5t34sk803|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Agencia y espacio social en el campamento de Sembakounya: refugiados sierraleoneses en Guinea durante la guerra civil 1991-2002||
||||||||||||||||||||||879283|ANA SERRANO GALVIS||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/vh53wx09c|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Mujeres y conciencia política en el proceso de independencia de la Nueva Granada: el caso de la Ciudad de Santafé 1810-1820||
||||||||||||||||||||||948898|LAURA DANIELA STEVENS LEON||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/9w0324558|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Coaliciones legislativas en presidencialismos multipartidistas: una comparación entre México y Brasil||
||||||||||||||||||||||870513|MARIA DE LOURDES VELASCO DOMINGUEZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/9019s3805|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Sexualidades entre las normas comunitarias y la individualización: experiencias sexuales de mujeres indígenas de tres generaciones originarias de Los Altos de Chiapas||
||||||||||||||||||||||987123|EVA MARIA VILLANUEVA GUTIERREZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/b8515p600|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Procesos de separación de mujeres en contextos de violencia conyugal en Michoacán: trayectorias desde la agencia||
||||||||||||||||||||||869032|MIGUEL ANGEL ZERON CID||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/sf2686388|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Cambio institucional: una mirada modélica de la autoridad electoral mexicana a través de sus reformas 1977-2007||
||||||||||||||||||||||954658|RICARDO VLADIMIR ACOSTA MATUZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/d217qq72t|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Nacionalismo y nacionalismo económico en Japón: una aproximación al estudio de la relación económica con China||
||||||||||||||||||||||883562|GRETA CAROLINA MARIA BUCHER SUAREZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/s7526d79r|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Consumo interno chino: cambios en el patrón del consumo privado y su impacto en la transformación a una economía más balanceada||
||||||||||||||||||||||3023312|Andrés Sebastián Besserer Rayas||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/t722hb063|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||¿Qué es el poder?: un análisis del concepto de poder en las obras de Thomas Hobbes Max Weber Hannah Arendt y Michel Foucault||
||||||||||||||||||||||893868|SERGIO CETINA ESTRELLA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/3484zj12p|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Políticas sobre deterioro y revitalización de espacios públicos a través de la introducción de las tecnologías de la información y la comunicación: el caso de los Parques en línea@ en la ciudad de Mérida Yucatán||
||||||||||||||||||||||878594|JOSE RODRIGO ESCALANTE ARRIAGA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/gq67js52s|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Participación ciudadana en contextos de pobreza: reflexiones en torno al Programa Comunitario de Mejoramiento Barrial en la ciudad de México||
||||||||||||||||||||||960058|MATIAS ARIEL CHIAPPE IPPOLITO||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/v118rg00t|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Ciber-comunidades imaginadas: e-Japan y el fenómeno de El hombre del tren||
||||||||||||||||||||||889805|EMILIO GONZALEZ GONZALEZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/6m311q703|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Crisis humanitaria intereses políticos y vacíos institucionales: las respuestas del Estado mexicano y el Alto Comisionado de las Naciones Unidas para los refugiados ACNUR al desplazamiento forzado por la violencia criminal en el Triángulo Norte de Centroamérica||
||||||||||||||||||||||968753|DAVID ARMANDO GUTIERREZ VEGA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/js956h02f|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/3|MEDICINA Y CIENCIAS DE LA SALUD|||||||||||||||La teoría psicoanalítica en Japón: el concepto amae de Takeo Doi||
||||||||||||||||||||||970583|KARLA JOANA LOPEZ NAVA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/7s75dd632|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Coaliciónes discursivas sobre energías renovables en la política del cambio climático: caso de la Ciudad de México 2004-2014||
||||||||||||||||||||||863701|RESIH OMAR HERNANDEZ BERISTAIN||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/b5644t03b|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||La apropiación espacial en zonas aledañas al Distrito Central de Beirut: el caso de Zoqâq el-blât||
||||||||||||||||||||||890912|ESTEBANIA TEYELIZ MARTINEZ JIMENEZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/xk81jm85v|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Valoración económica de los servicios ambientales hidrológicos del suelo de conservación del Distrito Federal: caso de estudio de la comunidad de San Miguel y Santo Tomas Ajusco||
||||||||||||||||||||||974050|MARCELA MARTINEZ IBARRA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/z029p621v|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Exportaciones de jitomate en México y el nivel de tecnificación del suelo agrícola: análisis por entidad federativa 2011-2013||
||||||||||||||||||||||889357|GERMAN PETERSEN CORTES||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/7w62f9728|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Alternancias en enclaves autoritarios: PRI oposición y democracia en los estados : elecciones de gobernador en Durango Hidalgo Oaxaca Puebla y Sinaloa en 2010||
||||||||||||||||||||||973697|DULCE YOCELYN MORENO HERNANDEZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/7s75dd64b|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||De Gujarat a India: análisis de la trayectoria política y candidatura a primer ministro de Narendra Modi||
||||||||||||||||||||||850797|MARTIN ALESSANDRO PICOS BENITEZ||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/3197xn47j|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Redefiniendo los intereses de Estado: la modernización militar eje de la defensa nacional china||
||||||||||||||||||||||982089|BEATRIZ REYES ARRIAGA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/g732db205|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/4|HUMANIDADES Y CIENCIAS DE LA CONDUCTA|||||||||||||||Yasukuni más allá de una expresión de nacionalismo japonés: una aproximación multidimensional||
||||||||||||||||||||||891923|MARIA ANGELICA RODRIGUEZ HERRERA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/st74cr85g|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Precio de la vivienda: efectos del mercado de trabajo y la violencia urbana. Ciudad Juárez 2005-2013||
||||||||||||||||||||||891287|FATIMA ASHANTY ROJO CISNEROS||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/nk322f72p|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Diplomacia académico-científica surcoreana: el caso del sureste de Asia 2000-2012||
||||||||||||||||||||||981520|TERRA LEANDREA STANLEY||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/x059c8848|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Las denuncias por violación sexual en México: un análisis desde una perspectiva de políticas de desarrollo y desorganización social||
||||||||||||||||||||||930178|ULSIA URREA MARIÑO||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/np193b505|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Privatización de la zona costera mexicana y el desarrollo de la actividad turística: el caso del municipio de Solidaridad Quintana Roo||
||||||||||||||||||||||983539|DANIELA VALLARINO MONCADA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/k0698876t|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Las armas nucleares de Sudáfrica: defendiendo el apartheid||
||||||||||||||||||||||883963|ALEXYS MONTSERRAT YONG SOLIS||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2015|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/2f75r9133|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Heterogeneidad de la Zona Metropolitana del Valle de México: una mirada a la convivencia entre estratos socioeconómicos en los ámbitos residenciales y escolar||
||||||||||||||||||||||882692|SANTIAGO RUY SANCHEZ DE ORELLANA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2016|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/kh04dr55c|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Política legalidad y ambigüedad: orígenes y surgimiento del Programa de Atención a Conflictos Sociales en el Medio Rural (2000-2012)||
||||||||||||||||||||||2035543|ELEOCADIO MARTINEZ SILVA||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/doctoralThesis||2008|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/m900nw42d|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Convertirse en ex obreros: cambios y continuidades en las identidades de los trabajadores de Fundidora de Monterrey||
||||||||||||||||||||||3023414|Anjanette Deyanira Zebadúa Soto||||spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2005|El Colegio de México A.C.||COLECCIONES DIGITALES COLMEX|http://repositorio.colmex.mx/concern/generic_works/cr56n308b|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||||Macroeconomía del sector servicios en el subsistema urbano de la ciudad de México 1980-1998||
generalPublic||||||||||||||||||||||2206619|MONICA LIZBETH CHAVEZ GONZALEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2006-07|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/496|||||||||||info:eu-repo/classification/LEMB/Educación física - México - Historia|Educación física - México - Historia|info:eu-repo/classification/LEMB/Educación de la mujer - México - Historia|Educación de la mujer - México - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||||La introducción de la educación física en México : representaciones sobre el género y el cuerpo 1882-1928||
generalPublic||||||||||||||||||||||2662762|MARÍA GABRIELA TORRES MONTERO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2002-05|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/495|||||||||||info:eu-repo/classification/LEMB/Universidad Autónoma de San Luis Potosí - Historia|Universidad Autónoma de San Luis Potosí - Historia|info:eu-repo/classification/LEMB/Universidades y colegios - San Luis Potosí -Historia|Universidades y colegios - San Luis Potosí -Historia|info:eu-repo/classification/LEMB/Educacion superior - San Luis Potosí - Historia|Educacion superior - San Luis Potosí - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||La transición del Instituto Científico Literario a Universidad de San Luis Potosí (1890-1923)||
generalPublic||||||||||||||||||||||2206711|MARIA DEL CARMEN ZETINA RODRIGUEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2002|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/497|||||||||||info:eu-repo/classification/LEMB/Editores y publicaciones - San Luis Potosí - Historia|Editores y publicaciones - San Luis Potosí - Historia|info:eu-repo/classification/LEMB/Libros - Industria y comercio - San Luis Potosí - Historia|Libros - Industria y comercio - San Luis Potosí - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||||Los editores en San Luis Potosí 1885-1908||
generalPublic||||||||||||||||||||||2046938|NORMA RAMOS ESCOBAR|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2006|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/498|||||||||||info:eu-repo/classification/LEMB/Maestros - Nuevo León - Historia|Maestros - Nuevo León - Historia|info:eu-repo/classification/LEMB/Educación - México - Nuevo León - Historia|Educación - México - Nuevo León - Historia|info:eu-repo/classification/LEMB/Educación pública - Nuevo León - Historia|Educación pública - Nuevo León - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||Aspectos profesionales y laborales de la docencia femenina en los procesos de fundación de la educación pública en Nuevo León||
generalPublic||||||||||||||||||||||946645|ARMANDO RENE ESPINOSA HERNANDEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2006|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/506|||||||||||info:eu-repo/classification/LEMB/Educación rural - San Luis Potosí - Historia|Educación rural - San Luis Potosí - Historia|info:eu-repo/classification/LEMB/Sociedades educativas - San Luis Potosí - Historia|Sociedades educativas - San Luis Potosí - Historia|info:eu-repo/classification/LEMB/Educación rural - México - Historia|Educación rural - México - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||La institucionalización de la escuela rural federal y la sindicación del magisterio en San Luis Potosí 1921-1943||
generalPublic||||||||||||||||||||||913657|HALIMATOU COULIBALY|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2017-09|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/502|||||||||||info:eu-repo/classification/LEMB/Agua - Política gubernamental - Malí África|Agua - Política gubernamental - Malí África|info:eu-repo/classification/LEMB/Agua - Abastecimiento - Mali|Agua - Abastecimiento - Mali|info:eu-repo/classification/LEMB/Recursos hídricos - Malí África|Recursos hídricos - Malí África|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||Análisis crítico de la aplicación de la Visión Africana del Agua 2025 : Caso de Mali||
generalPublic||||||||||||||||||||||955679|ELIA EDITH ARGUELLES BARRIENTOS|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/doctoralThesis|info:eu-repo/semantics/acceptedVersion|2017-07|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/501|||||||||||info:eu-repo/classification/LEMB/Seguridad pública - Leyes y legislación - San Luis Potosí|Seguridad pública - Leyes y legislación - San Luis Potosí|info:eu-repo/classification/LEMB/San Luis Potosí. Congreso|San Luis Potosí. Congreso|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||Instituciones políticas y políticas públicas : el rol del Congreso del Estado de San Luis Potosí en la política de Seguridad Pública (2006-2015)||
generalPublic||||||||||||||||||||||992669|ARLENE SEGURA AMAYA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2017-08|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/500|||||||||||info:eu-repo/classification/LEMB/Cuentos mexicanos - Historia y crítica - Siglo XIX|Cuentos mexicanos - Historia y crítica - Siglo XIX|info:eu-repo/classification/LEMB/Literatura mexicana - Historia y crítica - Siglo XIX|Literatura mexicana - Historia y crítica - Siglo XIX|info:eu-repo/classification/LEMB/Couto Castillo Bernardo|Couto Castillo Bernardo|info:eu-repo/classification/LEMB/Nervo Amado|Nervo Amado|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||El sueño en algunos cuentos de dos escritores finiseculares mexicanos : Bernardo Couto Castillo y Amado Nervo||
generalPublic||||||||||||||||||||||839346|CHRISTINE VAN DEUREN|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/doctoralThesis|info:eu-repo/semantics/acceptedVersion|2017-05|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/499|||||||||||info:eu-repo/classification/LEMB/Conflicto social - Nicaragua - Costa Atlántica|Conflicto social - Nicaragua - Costa Atlántica|info:eu-repo/classification/LEMB/Indios de América del Sur - Nicaragua|Indios de América del Sur - Nicaragua|info:eu-repo/classification/LEMB/Nicaragua - Política y gobierno|Nicaragua - Política y gobierno|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||Las dinámicas conflictivas en relación a la autonomía territorial en espacios geográficos multiétnicos y áreas protegidas : un estudio sobre las experiencias de los indígenas mayangna en la Reserva de la Biosfera de Bosawás Región Autónoma de la Costa Caribe de Nicaragua||
generalPublic||||||||||||||||||||||966886|MARIA NELLY GONZALEZ MAR|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2017-09|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/503|||||||||||info:eu-repo/classification/LEMB/Educación - San Luis Potosí|Educación - San Luis Potosí|info:eu-repo/classification/LEMB/Educación primaria - San Luis Potosí|Educación primaria - San Luis Potosí|info:eu-repo/classification/LEMB/Maestros Formación de - San Luis Potosí|Maestros Formación de - San Luis Potosí|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||Tensiones y alianzas de poder en la construcción del sistema educativo de la capital potosina durante el cedillismo (1925-1938)||
generalPublic||||||||||||||||||||||933486|RICARDO PEREZ MARTINEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis|info:eu-repo/semantics/acceptedVersion|2017-09|El Colegio de San Luis||Repositorio COLSAN |http://colsan.repositorioinstitucional.mx/jspui/handle/1013/504|||||||||||info:eu-repo/classification/LEMB/México - Relaciones económicas extranjeras|México - Relaciones económicas extranjeras|info:eu-repo/classification/LEMB/Desperdicios radiactivos - Eliminación - San Luis Potosí - Santo Domingo|Desperdicios radiactivos - Eliminación - San Luis Potosí - Santo Domingo|info:eu-repo/classification/LEMB/Santo Domingo San Luis Potosí - Ecología|Santo Domingo San Luis Potosí - Ecología|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||Por eso luchamos... nos contaminarían el agua : percepción de riesgo corrupción y rechazo comunitario ante un proyecto para el confinamiento de residuos peligrosos en Santo Domingo S.L.P.||
