audience1,audience2,audience3,audience4,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,contributor3id,contributor3name,contributor3role,contributor4id,contributor4name,contributor4role,creator1id,creator1name,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,resourceIdentifier1,resourceIdentifier2,source1,source2,subject10key,subject10value,subject11key,subject11value,subject12key,subject12value,subject13key,subject13value,subject14key,subject14value,subject15key,subject15value,subject16key,subject16value,subject17key,subject17value,subject18key,subject18value,subject19key,subject19value,subject1key,subject1value,subject20key,subject20value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,subject6key,subject6value,subject7key,subject7value,subject8key,subject8value,subject9key,subject9value,title1
,,,,,,,,,,,,,,,,2172083,FABIOLA BAILON VASQUEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/dz010r45c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Trabajadoras domésticas y sexuales en la ciudad de Oaxaca durante el porfiriato: sobrevivencia control y vida cotidiana
,,,,,,,,,,,,,,,,3016494,IVONNE VIRGINIA CAMPOS RICO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/fn107015p,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,Los Han en la sociedad multiétnica de la dinastía Qing: mecanismos de construcción-reconstrucción de la identidad étnica Han en el siglo XIX
,,,,,,,,,,,,,,,,2172281,MARIA CARRILLO ESPINOSA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/xw42n916f,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El pensamiento mítico como origen de la creación poética en tres momentos de la trayectoria ensayística de María Zambrano: Hacia un saber sobre el alma El hombre y lo divino y Claros del bosque
,,,,,,,,,,,,,,,,926899,JOSEF DANN CAZES GRYJ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/tt44pp354,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Funciones dramáticas de elementos de decorado en comedias hagiográficas del siglo de oro
,,,,,,,,,,,,,,,,938674,JOSE TOMAS CORNEJO CANCINO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/sx61dn67s,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Circuitos culturales y redes sociales en Santiago de Chile (1880-1910): un análisis microhistórico
,,,,,,,,,,,,,,,,822162,AILEEN PATRICIA MARTINEZ ORTEGA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/g445cf51x,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Clases verbales transitividad y valencia verbal en el pjyekakjó tlahuica de San Juan Atzingo
,,,,,,,,,,,,,,,,2046381,DIANA LIZBETH MENDEZ MEDINA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/j67314976,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Proyecto de irrigación en la ribera del río Mante Tamaulipas: cambio agrario y corrupción en México 1900-1939
,,,,,,,,,,,,,,,,3023638,Mario Miguel Meza Bazán,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/x920fz29r,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El movimiento revolucionario Túpac Amaru (MRTA) y las fuentes de la revolución en América Latina
,,,,,,,,,,,,,,,,829210,GILBERTO URBINA MARTINEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6q182m49c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,De discursos y realidades: los habitantes de algunas colonias populares al norte de la Ciudad de México (1875-1929)
,,,,,,,,,,,,,,,,2219687,AURELIA VALERO PIE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1z40kv26m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,José Gaos en México: una biografía intelectual 1938-1969
,,,,,,,,,,,,,,,,835854,ALEJANDRA GIOVANNA AMATTO CUÑA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pv63g167f,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Fundación mítica de un género: el ensayo borgeano en diálogo con la literatura gauchesca
,,,,,,,,,,,,,,,,2266260,MAGDA RAQUEL BARRAGAN AROCHE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/qj72p859m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El equívoco del arte de ingenio: construcción de la poesía burlesca hispánica en el barroco
,,,,,,,,,,,,,,,,2178779,ELSA CRISTINA BUENROSTRO DIAZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/0g354g54v,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La voz en Chuj de San Mateo Ixtatán
,,,,,,,,,,,,,,,,2171236,ESTELA CASTILLO HERNANDEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/v979v4423,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Vida y virtudes de la esclarecida virgen y solitaria anacoreta Santa Rosalía Patrona de Palermo poema lírico de Juan José de Arriola: estudio y edición
,,,,,,,,,,,,,,,,2041494,RUBI CEBALLOS DOMINGUEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/df65v893k,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El papel de la escritura en el desarrollo lingüístico infantil: segmentación y acentuación
,,,,,,,,,,,,,,,,2041255,CLAUDIA CEJA ANDRADE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/wp988m08m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La fragilidad de las armas: conflicto y vida social entre los militares de la Ciudad de México 1821-1860
,,,,,,,,,,,,,,,,2172282,MARCO ANTONIO CHAVARIN GONZALEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/sb397949j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Cuentos del General de Vicente Riva Palacio: una propuesta de integración
,,,,,,,,,,,,,,,,2172091,JUSTO MIGUEL FLORES ESCALANTE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/3x816n92m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Soberanía y excepcionalidad: la integración de la península de Yucatán al Estado mexicano 1821-1848
,,,,,,,,,,,,,,,,2227592,DIANA VANESSA GERALDO CAMACHO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/n009w364j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,De técnicas y tradiciones: Monja y casada virgen y mártir de Vicente Riva Palacio y la novela de folletín del siglo XIX
,,,,,,,,,,,,,,,,2042532,ALONSO GUERRERO GALVAN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/3n204063k,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Fonología histórica del otomí: escritura alfabética y representación segmental siglos XVI-XIX
,,,,,,,,,,,,,,,,846862,PAULO CESAR LEON PALACIOS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/cr56n246j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La Mama: teatro y redes en Nueva York Bogotá y Ciudad de México 1961-1976
,,,,,,,,,,,,,,,,945974,ALFREDO NAVA SANCHEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/f1881n12b,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La construcción de los indios: disputas alrededor de una clasificación política y social 1492-1555
,,,,,,,,,,,,,,,,946662,JULIA ERIKA NEGRETE SANDOVAL,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/qj72p860c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Autor y autoficción: un estudio de Abaddón el exterminador de Ernesto Sábato
,,,,,,,,,,,,,,,,865427,MARIA JOSE RAMOS DE HOYOS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1831cm25h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El viaje a la isla: representaciones de la isla y la insularidad en tres novelas de Julieta Campos
,,,,,,,,,,,,,,,,831211,SERGIO ARMANDO RENTERÍA ALEJANDRE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/7h149r27f,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Introducción a la poesía prácrita: el Gāhāsattasai de Sātavāhana Hāla
,,,,,,,,,,,,,,,,2265711,JAEN DANAE TORRES DE LA ROSA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2013,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/hx11xg625,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Avatares editoriales de un género: tres décadas de la novela de la revolución mexicana
,,,,,,,,,,,,,,,,2229168,AQUILES OMAR AVILA QUIJAS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/rx913r118,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El ayuntamiento de Antigua Guatemala y la administración de sus ejidos: de la enfiteusis a la propiedad privada 1818-1885
,,,,,,,,,,,,,,,,934801,LUIS DE PABLO HAMMEKEN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/05741t12j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La república de la música: prácticas códigos e identidades en torno al mundo de la ópera en la Ciudad de México 1840-1870
,,,,,,,,,,,,,,,,2172307,FERNANDO IBARRA CHAVEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/mp48sd98b,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Escritores de imágenes y pintores de discursos: literatura y crítica de arte en México de inicios del siglo XX a Contemporáneos
,,,,,,,,,,,,,,,,946375,ERIKA MENDOZA VAZQUEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pg15bg34w,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La impresión de un tono: estudio sociolingüístico de la entonación en Cuapiaxtla Tlaxcala
,,,,,,,,,,,,,,,,817914,ALMA DELIA MIRANDA AGUILAR,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/zc77sr47t,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Inés de Castro: de la crónica medieval al teatro áureo: La teatralización de una fantasía
,,,,,,,,,,,,,,,,820665,PRISCILA PILATOWSKY GONI,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/zg64tn340,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Para dirigir la acción y unificar el pensamiento: propaganda y revolución en México 1936-1942
,,,,,,,,,,,,,,,,2229072,ANA LUZ RAMIREZ ZAVALA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/mw22v672p,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,De todo se han aprovechado esos hombres políticos y revolucionarios: los yaquis durante el proceso de formación del estado posrevolucionario : negociación y cambio cultural 1920-1940
,,,,,,,,,,,,,,,,3023309,Jalina Ramirez Grycuk,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1831cm26s,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Propuesta de análisis de la transitividad en secuencias textuales: el caso de la secuencia narrativa en dos textos
,,,,,,,,,,,,,,,,836214,VERONICA REYES TABOADA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1v53jz23j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Fonología del tepehuano de Santa María de Ocotán: estructuras segmentales y métricas
,,,,,,,,,,,,,,,,818534,VALERIA SANCHEZ MICHEL,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/z890rv50m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Construcción de una utopía: Ciudad Universitaria 1928-1952
,,,,,,,,,,,,,,,,2044803,JULIO CESAR SERRANO MORALES,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pz50gx54f,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Procesos sociolingüísticos en español de la Ciudad de México: estudio en tiempo real
,,,,,,,,,,,,,,,,2229296,DULCE REGINA TAPIA CHAVEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/bz60cx745,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El pueblo y el poder: los comportamientos políticos de los capitalinos a mediados del siglo XIX
,,,,,,,,,,,,,,,,2226917,ELIDA MARIA TEDESCO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/9306t045t,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Diezmo indiano: la fiscalidad eclesiástica frente a la ofensiva borbónica y la guerra de independencia (Diócesis de México Guadalajara y Michoacán 1750-1821)
,,,,,,,,,,,,,,,,2104024,LUZ AMERICA VIVEROS ANAYA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2014,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/sj139334d,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El surgimiento del espacio autobiográfico en las letras mexicanas: el caso de impresiones y recuerdos (1893) de Federico Gamboa
,,,,,,,,,,,,,,,,3023350,Edwin Alberto Alvarez Sánchez,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/nc580p02q,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Pedro García Conde: militar ingeniero y cartógrafo por tradición militar (1806-1851)
,,,,,,,,,,,,,,,,830187,ROBERTO EDUARDO GARCÍA FERNÁNDEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/jh343t61n,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Conquistando la violencia: la domesticación de reyes y espíritus en el budismo indio
,,,,,,,,,,,,,,,,3016496,IRMA ELIZABETH GOMEZ RODRIGUEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/j96021922,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Umbrales literarios: prácticas autorreflexivas en la crónica periodística decimonónica
,,,,,,,,,,,,,,,,862124,MARIA ELENA ISIBASI POUCHIN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/d504rm74m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La retraducción como forma de reescritura en José Emilio Pacheco: una aproximación a sus Aproximaciones
,,,,,,,,,,,,,,,,3016497,NORA DANIRA LOPEZ TORRES,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/4q77fs653,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El desfile del amor al compás del carnaval: parodia y autoparodia
,,,,,,,,,,,,,,,,820893,PAULINA MARTINEZ FIGUEROA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/r781wh56n,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Hoteles de la Ciudad de México: cultura empresa y sociedad en un espacio moderno (1936-1968)
,,,,,,,,,,,,,,,,946275,IVONNE MEZA HUACUJA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/4x51hk38p,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La edad difícil: los adolescentes modernos en la Ciudad de México (1876-1934)
,,,,,,,,,,,,,,,,831550,MARIA ELVIRA RIOS PEÑAFIEL,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/9306t047c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El reflejo de la luna en la montaña: el budismo en Nanwutaí-shan
