Title,File Name,Repo_name,creator,identifier,Date,language_correcto,Grado,Centro,Programa,Publisher,Subject Conacyt,Subject Conacyt 2,Tema - Especialización,Subject,Audience 1,Audience 2
"Women of Allah, la figura femenina en la obra fotográfica de Shirin Neshat: proceso de negociación con la imagen orientalista",2013_valdes_r.pdf,2013_valdes_r.pdf,"Valdés Piñeiro, Reynier",1940,2013,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Medio Oriente,"Neshat, Shirin",Researchers,Students
De zorras y brujas: análisis de motivos en la literatura Ming/Qing y del renacimiento tardío y su relación con el concepto de otredad,2013_velazquez_ll.pdf,2013_velazquez_ll.pdf,"Velázquez Velázquez, Laura Leticia",1945,2013,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,China,Brujas en la literatura,Researchers,Students
Etnicidad y movilización política: la construcción simbolica de Kirkuk y el guión de acción colectiva Kurdo en Irak,2013_castillo_jc.pdf,2013_castillo_jc.pdf,"Castillo Quiñones, Juan Carlos",1952,2013,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Medio Oriente,Curdos,Researchers,Students
"Agencia y espacio social en el campamento de Sembakounya: refugiados sierraleoneses en Guinea, durante la guerra civil 1991-2002",2014_valdivia_om.pdf,2014_valdivia_om.pdf,"Valdivia Ramírez, Olimpia Montserrat",1953,2014,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,África,Refugiados sierraleoneses,Researchers,Students
Cambio institucional: una mirada modélica de la autoridad electoral mexicana a través de sus reformas 1977-2007,2014_zeron_ma.pdf,2014_zeron_ma.pdf,"Zerón Cid, Miguel Ángel",1956,2014,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Derecho electoral,Researchers,Students
Sistemas de información y política social: efectividad y coordinación intergubernamental en contextos descentralizados,2014_chavira_ht.pdf,2014_chavira_ht.pdf,"Chavira Cruz, Horacio Tonatiuh",1957,2014,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Políticas publicas,Researchers,Students
La inseguridad urbana: la experiencia de inseguridad en el Distrito Federal y su relación con el hábitat,2013_diaz_a.pdf,2013_diaz_a.pdf,"Díaz Cruz, Arturo",1960,2013,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Comunidades cerradas,Researchers,Students
"Etapas de la relación entre la prensa y el gobierno en México entre 1934 y 2012: cooptación, enfrentamiento y abandono del periodismo mexicano",2013_hernandez_a.pdf,2013_hernandez_a.pdf,"Hernández Fernández, Andrés",1961,2013,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Gobierno y prensa,Researchers,Students
Escribiendo el pasado: formación dialógica del conocimiento orientalista sobre las lenguas indias,2013_acosta_el.pdf,2013_acosta_el.pdf,"Acosta González, Eduardo Luciano",1963,2013,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Sur de Asia,Civilización del Indo,Researchers,Students
"Conceptos mana en Indonesia Oriental: ideas austronesias sobre poder, eficacia y autoridad entre los biak de Papúa Occidental",2014_rios_b.pdf,2014_rios_b.pdf,"Ríos Mendoza, Bruma",1966,2014,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Sureste de Asia,Biak (Pueblo Indonesio),Researchers,Students
"Traducción y paráfrasis en la prensa informativa mexicana y española: (La Jornada, El Universal y El País) a propósito de la crisis del euro en mayo 2010 y diciembre 2011",2014_gonzalez_ca.pdf,2014_gonzalez_ca.pdf,"González Velázquez, Carmen Alejandra",1973,2014,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"El País (Madrid, ESpaña)",Researchers,Students
¿Relaciones equitativas?: relaciones de género a partir del cuidado de los hijos y la toma de decisiones,2014_aldana_a.pdf,2014_aldana_a.pdf,"Aldana Moreno, Angélica",1975,2014,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Cuidado de niños,Researchers,Students
La imaginación y la pedagogía en la literatura infantil de Kenia: análisis pedagógico y artístico de Crafty Chameleon y Visa Vya Shilingi na Kobole,2014_barrios_pm.pdf,2014_barrios_pm.pdf,"Barrios Giordano, Paulina María",1976,2014,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,5,Africa,Educación,Researchers,Students
La utilización efectiva de las evaluaciones en las decisiones sobre política pública: el caso de los programas federales de atención a grupos vulnerables,2014_patino_mc.pdf,2014_patino_mc.pdf,"Patiño Peña, Mireya Carolina",1987,2014,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Asistencia pública,Researchers,Students
Patrones de organización del tiempo en México: ¿qué los explica?,2012_hernandez_a.pdf,2012_hernandez_a.pdf,"Hernández Jabalera, Anairis",1988,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Administración del tiempo,Researchers,Students
Caracterización sociodemográfica de las personas de 15 a 29 años consideradas NI-NIS desde un enfoque de transiciones a la adultez,2012_bermudez_j.pdf,2012_bermudez_j.pdf,"Bermúdez Lobera, Juan",1989,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Jóvenes,Researchers,Students
Discurso emancipatorio y discurso de género en voz de las mujeres zapatistas del Caracol de la Garrucha resistencia hacia un nuevo amanecer,2012_arevalo_a.pdf,2012_arevalo_a.pdf,"Arévalo Picazo, Aidé",1991,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Ejército Zapatista de Liberación Nacional (México),Researchers,Students
"Desastres naturales y participación laboral de los hogares en México, 2002-2005",2012_murillo_jc.pdf,2012_murillo_jc.pdf,"Murillo González, Juana Catalina",1994,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Desastres naturales,Researchers,Students
Los patrones de alimentación de los hogares mexicanos y sus requerimientos de superficie agropecuaria,2012_gonzalez_j.pdf,2012_gonzalez_j.pdf,"González Gutiérrez, Jorge",1996,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Abastecimiento de alimentos,Researchers,Students
"Movilidad espacial y cambios ocupacionales de los mexicanos en Estados Unidos bajo un contexto de transformaciones económicas y de política migratoria, 2005-2010",2012_cedillo_re.pdf,2012_cedillo_re.pdf,"Cedillo Villar, Rosa Elvira",1999,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,"Crisis financiera global, 2008-2009",Researchers,Students
Roles sociales femeninos y masculinos en la legislación laboral mexicana: la Constitución de 1917 y la Ley Federal del Trabajo de 1931,2012_vega_h.pdf,2012_vega_h.pdf,"Vega Soria, Harlen",2003,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,México,Researchers,Students
Masculinidad y cáncer: la (re)significación de la(s) masculinidad(es) en las experiencias del cáncer genital,2012_viveros_fe.pdf,2012_viveros_fe.pdf,"Viveros Pérez, Francisco Eduardo",2009,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,,Cáncer en hombres,Researchers,Students
Sexualidad y género: un estudio sobre relaciones de pareja y prácticas sexuales de uso y no uso del condón en jóvenes mexicanos,2012_quintino_fe.pdf,2012_quintino_fe.pdf,"Quintino Pérez, Frida E",2013,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Adultos jóvenes,Researchers,Students
Pensiones en México de la población femenina de 60 años y más,2012_rojas_av.pdf,2012_rojas_av.pdf,"Rojas Huerta, Abigail Vanessa",2014,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Ancianas,Researchers,Students
"Certificación de edificios sustentables en la Ciudad de México, como instrumento de gestión en materia ambiental",2012_nunez_mg.pdf,2012_nunez_mg.pdf,"Núñez Tapia, Mónica Gabriela",2015,2012,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Construcción,Researchers,Students
"El oro negro del ébano: orígen de un pueblo petrolero, historia de un poblamiento 1900-1930",2012_granados_gg.pdf,2012_granados_gg.pdf,"Granados Vázquez, Geraldine Guadalupe",2016,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Petróleo,Researchers,Students
Experiencias de género en las narrativas autobiográficas de Gioconda Belli y Sergio Ramírez: un estudio sobre masculinidades y feminidades dentro del sandinismo,2012_amezcua_pd.pdf,2012_amezcua_pd.pdf,"Amezcua Juárez, Pascal Dominique",2017,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,"Belli, Gioconda",Researchers,Students
Diseño de una metodología para contribuir al diagnóstico de la cultura organizacional en bibliotecas académicas,2012_vargas_sl.pdf,2012_vargas_sl.pdf,"Vargas Echeverría, Shilia Lisset",2018,2012,,Maestro en Bibliotecología,Biblioteca Daniel Cosío Villegas,Programa de Maestría en Bibliotecología,El Colegio de México A.C.,4,,,El Colegio de México,Researchers,Students
"Pronósticos multivariados de la mortalidad por accidentes de tránsito en la zona metropolitana de la Ciudad de México, 2011-2015",2012_ramos_ai.pdf,2012_ramos_ai.pdf,"Ramos López, Aram Isai",2020,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Accidentes de tránsito,Researchers,Students
Pronóstico multivariado de la fecundidad en México 2011-2020,2012_morales_aj.pdf,2012_morales_aj.pdf,"Morales Eslava, Ángel Jair",2021,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Estadística vital,Researchers,Students
"Libros de texto, ¿detesto la diversidad?",2012_gonzalez_bdelc.pdf,2012_gonzalez_b del c.pdf,"González Zarate, Bertha del Carmen",2022,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Educación elemental,Researchers,Students
"El uso del tiempo en los hogares como expresión de desigualdades de género, México 2009",2012_santoyo_le.pdf,2012_santoyo_le.pdf,"Santoyo Macías, Laura Elizabeth",2023,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Encuesta Nacional de Uso del Tiempo,Researchers,Students
La lectura en tiempos del texto electrónico: un estado del arte sobre las prácticas de la lectura,2012_bocanegra_ml.pdf,2012_bocanegra_ml.pdf,"Bocanegra Esqueda, María Luisa",2028,2012,,Maestro en Bibliotecología,Biblioteca Daniel Cosío Villegas,Programa de Maestría en Bibliotecología,El Colegio de México A.C.,4,,,Libros electrónicos,Researchers,Students
Allah en masculino y femenino: formas diferenciadas de interpretar y practicar el Islam en México,2012_castro_cl.pdf,,"Castro Flores, Claudia",2037,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdiciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,"Centro Cultural Islámico de México (México, Ciudad de México)",Researchers,Students
Estudios de usabilidad en interfaces web de bibliotecas académicas de México: propuesta metodológica para su diseño,2012_gonzalez_ih.pdf,2012_gonzalez_ih.pdf,"González Araujo, Inocencio Héctor",2038,2012,,Maestro en Bibliotecología,Biblioteca Daniel Cosío Villegas,Programa de Maestría en Bibliotecología,El Colegio de México A.C.,4,,,El Colegio de México,Researchers,Students
Prácticas discursivas y construcción de subjetividades en quinceañeras mexicanas de clase media,2012_gutierrez_lm.pdf,2012_gutierrez_lm.pdf,"Gutiérrez Domínguez, Lisett María",2041,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Adolescentes,Researchers,Students
"Las condiciones laborales y la segregación ocupacional por sexo en: la Ciudad de México, Guadalajara y Monterrey, en 2000-2010",2012_fernandez_jr.pdf,2012_fernandez_jr.pdf,"Fernández Román, José Rubén",2042,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Discriminación sexual en el trabajo,Researchers,Students
El movimiento en contra de la presa El Zapotillo,2011_cravioto_f.pdf,2011_cravioto_f.pdf,"Cravioto Lagos, Francisco",2044,2011,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"Presa El Zapotillo (México, Jalisco)",Researchers,Students
Tendencias en los niveles de discapacidad 2000-2010,2012_reyes_J.pdf,2012_reyes_J.pdf,"Reyes Manzano, Jorge",2047,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Personas con discapacidad,Researchers,Students
La traducción al español de The God of Small Things: vaivén entre la extrañeza y la familiaridad,2012_valckx_a.pdf,2012_valckx_a.pdf,"Valckx Gutiérrez, Aimée",2048,2012,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Roy, Arundhati",Researchers,Students
La polifonía en L'Espace d'un cillement de Jacques Stéphen Alexis: análisis de dos traducciones,2012_yrizar_n.pdf,2012_yrizar_n.pdf,"Yrízar Carrillo, Nadxeli",2050,2012,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Alexis, Jacques Stéphen",Researchers,Students
Género y arqueología en Colombia,2012_bejarano_l.pdf,2012_bejarano_l.pdf,"Bejarano Espinosa, Laura",2055,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdiciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Arqueología,Researchers,Students
Violencia de género y servicios hospitalarios,2012_salazar_e.pdf,2012_salazar_e.pdf,"Salazar Orozco, Elizabeth",2057,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdiciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Discriminación sexual contra las mujeres,Researchers,Students
De la escuela a la pantalla: un análisis de género de la formación profesional de cineasta y de las óperas primas de dos mujeres documentalistas,2012_castelao_i.pdf,2012_castelao_i.pdf,"Castelao Huerta, Isaura",2061,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,"Gajá, Lucía",Researchers,Students
Implicaciones de la fecundidad adolescente para el desarrollo humano: el caso comparado de mujeres con y sin carencias sociales en la infancia en México,2012_paez_od.pdf,2012_paez_od.pdf,"Páez Domínguez, Olinca Dessirée",2062,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Adolescentes,Researchers,Students
"Análisis del narrador de El Biombo del Infierno de Akutagawa Ry?nosuke, de su papel en la historia y de su forma de presentar los personajes",2012_cisneros_m.pdf,2012_cisneros_m.pdf,"Cisneros Castro, Manuel",2063,2012,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,,Japón,"Akutagawa, Ry?nosuke",Researchers,Students
Del sinsabor del destierro a la sazón del exilio: prácticas alimentarias de migrantes y refugiadas centroamericanas en la Ciudad de México,2012_godoy_m.pdf,2012_godoy_m.pdf,"Godoy Ferro, Mónica",2067,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,,Alimentos preferidos,Researchers,Students
Análisis de los pérfiles sociodemográficos de los migrantes internos e internacionales en México en el 2000 y 2010: ¿son personas diferentes?,2012_rodriguez_m.pdf,2012_rodriguez_m.pdf,"Rodríguez Abreu, Mauricio",2071,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Migración interna,Researchers,Students
Cultura de la migración en Senegal,2012_castillo_ra.pdf,2012_castillo_ra.pdf,"Castillo Garza, Rocío Andrea",2073,2012,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,África,Senegaleses,Researchers,Students
Enero y febrero desviejadero,2012_lopez_f.pdf,2012_lopez_f.pdf,"López González, Fabiola",2075,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Mortalidad,Researchers,Students
Estimación indirecta de la mortalidad en Bolivia con base en información censal 1992-2001,2012_villarroel_mc.pdf,2012_villarroel_mc.pdf,"Villarroel Cárdenas, María Cecilia",2076,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Estadística vital,Researchers,Students
"La lucha por la seguridad en México: operativos, homicidios y crimen organizado entre 2007 y 2010",2012_morales_m.pdf,2012_morales_m.pdf,"Morales Gómez, Mario",2079,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Crimen organizado,Researchers,Students
"Hacerse una obrera de PINSA: análisis de las diferencias de género a través de los chismes y acciones de estigmatización en trabajadoras del procesamiento y limpieza del atún en Mazatlán, Sinaloa",2012_pelaez_c.pdf,2012_pelaez_c.pdf,"Peláez González, Carolina",2082,2012,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,"Pescados Industrializados (Mazatlán, Sinaloa)",Researchers,Students
"La mortalidad estimada a partir de la información censal en México, 1990-2010",2012_zamora_e.pdf,2012_zamora_e.pdf,"Zamora Ramos, Erika",2087,2012,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Expectativa vital,Researchers,Students
Agencia indígena en la configuración del espacio misional jesuítico: primeros encuentros entre jesuitas e isleños visayas del archipiélago filipino,2014_acosta_mp.pdf,2014_acosta_mp.pdf,"Acosta Carrillo, Mónica Paola",2088,2014,,Maestro en estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Sureste de Asia,Iglesia Católica,Researchers,Students
"Mujeres y producción: el caso de la Casa Familiar Chérif Lo, 2010",2012_aguilar_mg.pdf,2012_aguilar_mg.pdf,"Aguilar Escobedo, María Guadalupe",2092,2012,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,,Casa Familiar Chérif Lô (Senegal : Organización),Researchers,Students
La problemática de la integración nacional de los grupos étnicos de la Serranía Central y la penetración estatal vietnamita en el área: el acogimiento de un nuevo precepto que delinea los límites étnicos entre los montañeses,2011_medina_wa.pdf,2011_medina_wa.pdf,"Medina de Loera, Wendy Alejandra",2102,2011,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,el Sureste de Asia,Etnicidad,Researchers,Students
La mortalidad evitable: su contribución a la esperanza de vida durante la primera década del siglo XXI,2014_aburto_jm.pdf,2014_aburto_jm.pdf,"Aburto Flores, José Manuel",2105,2014,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Expectativa vital,Researchers,Students
Potencial de los instrumentos y mecanismos de participación ciudadana para la incidencia en políticas públicas ambientales en México,2012_buen_bhde.pdf,2012_buen_bh de.pdf,"Buen Richkarday, Berta Helena de",2107,2012,,Maestro en Desarrollo Urbano,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Política ambiental,Researchers,Students
Ciber-comunidades imaginadas: e-Japan y el fenómeno de El hombre del tren,2015_chiappe_ma.pdf,2015_chiappe_ma.pdf,"Chiappe Ippolito, Matías Ariel",2109,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Japón,Ciberespacio,Researchers,Students
El tratamiento de la variación lingüística no estándar como reflejo de la oralidad en un texto literario: traducción comentada de Ragazzi di vita de Pier Paolo Pasolini,2015_trejo_s.pdf,2015_trejo_s.pdf,"Trejo Aparicio, Sergio",2120,2015,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Pasolini, Pier Paolo",Researchers,Students
"Poder y diversidad: procesos de reconocimiento legal de las uniones entre parejas del mismo sexo en la Ciudad de México, 2001-2009",2016_mosqueda_ss.pdf,2016_mosqueda_ss.pdf,"Mosqueda Arista, Sandra Sofía",2124,2016,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Matrimonio homosexual,Researchers,Students
Tendencias y cambios en la disolución de la primera unión conyugal: diferencias entre hombres y mujeres : un estudio con base en la EDER 2011,2014_castro_fcr.pdf,2014_castro_fcr.pdf,"Castro Hernández, Fernando Carlos II Rigel",2126,2014,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Divorcio,Researchers,Students
"La Suprema Corte de Justicia de la Nación en el cambio político en México: una mirada al pasado, una ruptura para el futuro",2014_piedras_d.pdf,2014_piedras_d.pdf,"Piedras Encino, David",2128,2014,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,México,Researchers,Students
"Políticas sobre deterioro y revitalización de espacios públicos a través de la introducción de las tecnologías de la información y la comunicación: el caso de los Parques en línea@ en la ciudad de Mérida, Yucatán",2015_cetina_s.pdf,2015_cetina_s.pdf,"Cetina Estrella, Sergio",2134,2015,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Espacios públicos,Researchers,Students
"La importancia de los oleoductos para la seguridad energética de Irak amenazas, retos e implicaciones para el Estado",2011_llaguno_jdej.pdf,2011_llaguno_j de j.pdf,"Llaguno Dávila, Jorge de Jesús",2136,2011,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Medio Oriente,Oleoductos,Researchers,Students
La teoría psicoanalítica en Japón: el concepto amae de Takeo Doi,2015_gutierrez_da.pdf,2015_gutierrez_da.pdf,"Gutiérrez Vega, David Armando",2146,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,3,5,Japón,"Doi, Takeo",Researchers,Students
Diplomacia académico-científica surcoreana: el caso del sureste de Asia 2000-2012,2015_rojo_fa.pdf,2015_rojo_fa.pdf,"Rojo Cisneros, Fátima Ashanty",2147,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Sureste de Asia,Educación,Researchers,Students
Yasukuni más allá de una expresión de nacionalismo japonés: una aproximación multidimensional,2015_reyes_b.pdf,2015_reyes_b.pdf,"Reyes Arriaga, Beatriz",2148,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,5,Japón,Características nacionales japonesas,Researchers,Students
Obesidad en niños de edad escolar en México y el programa oportunidades: un análisis longitudinal 2002-2005,2014_cenobio_fj.pdf,2014_cenobio_fj.pdf,"Cenobio Narcizo, Francisco Javier",2149,2014,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Programa Oportunidades (México),Researchers,Students
"La magia en la modernidad: Real del Monte, Pueblo Mágico",2012_varela_a.pdf,2012_varela_a.pdf,"Varela Mattute, Ambar",2150,2012,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,México,Researchers,Students
Participación ciudadana en contextos de pobreza: reflexiones en torno al Programa Comunitario de Mejoramiento Barrial en la ciudad de México,2015_escalante_jr.pdf,2015_escalante_jr.pdf,"Escalante Arriaga, José Rodrigo",2152,2015,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Programa Comunitario de Mejoramiento Barrial,Researchers,Students
Las armas nucleares de Sudáfrica: defendiendo el apartheid,2015_vallarino_d.pdf,2015_vallarino_d.pdf,"Vallarino Moncada, Daniela",2153,2015,,Maestro en Estudios de Asia y África:,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,África,Armas nucleares,Researchers,Students
Movilidad ocupacional intergeneracional de hombres y mujeres: un estudio por cohortes en México,2014_cuevas_le.pdf,2014_cuevas_le.pdf,"Cuevas Ramírez, Lina Eugenia",2158,2014,,Maestro en demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Hombres,Researchers,Students
Hacia un comportamiento traductor creativo: Ahmed Bouanani y los conflictos en traducción de poesía,2015_arzate_m.pdf,2015_arzate_m.pdf,"Arzate Otamendi, Mariana",2167,2015,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Bouanani, Ahmed",Researchers,Students
Lenguaje indeterminado e individuo: traducción de dos cuentos de Yu Hua : (Shibasui chumen yuanxing) Salir de casa a los dieciocho y (Siyue sanri shijian) El incidente del tres de abril,2015_rodriguez_p.pdf,2015_rodriguez_p.pdf,"Rodríguez Duran, Pablo",2172,2015,,Maestro en Estudios de Asia y África:,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,China,"Hua, Yu",Researchers,Students
Inundaciones y salud: análisis municipal de la ocurrencia de tifoidea y paratifoidea en México,2014_guzman_gf.pdf,2014_guzman_gf.pdf,"Guzmán Bringas, Gabriela Fernanda",2174,2014,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Agua,Researchers,Students
La narración de la nación: un análisis del pensamiento nacionalista nehruviano,2015_gonzalez_m.pdf,2015_gonzalez_m.pdf,"González López, Miriam",2178,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Sur de Asia,"Nehru, Jawaharial",Researchers,Students
Nacionalismo y nacionalismo económico en Japón: una aproximación al estudio de la relación económica con China,2015_acosta_rv.pdf,2015_acosta_rv.pdf,"Acosta Matuz, Ricardo Vladimir",2181,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Japón,Empresas extranjeras,Researchers,Students
El indigenismo como patrimonio: representaciones del México prehispánico en las traducciones de El Correo de la Unesco,,,"Couto Teicher, Camila",2183,2015,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,El Correo de la Unesco,Researchers,Students
Autonomía femenina en contextos rurales: análisis de los rezagos a partir de la Encuesta Nacional sobre la Dinámica de las Relaciones en los Hogares 2011,2014_lopez_v.pdf,2014_lopez_v.pdf,"López Guerra, Verónica",2184,2014,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Encuesta Nacional sobre la Dinámica de las Relaciones en los Hogares,Researchers,Students
La reforma electoral 2007-2008 y sus implicaciones en el cambio de estrategia electoral del Partido del Trabajo y el Partido Verde Ecologista de México en las elecciones federales 2009,2012_zenteno_mlm.pdf,2012_zenteno_mlm.pdf,"Zenteno Bonolla, María Laura Mactzil",2185,2012,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Partido Verde Ecologista de México,Researchers,Students
